geoid,Census Tract,Median Income
14000US06037265700,"Census Tract 2657, Los Angeles, CA",85083
14000US06037267100,"Census Tract 2671, Los Angeles, CA",105284
14000US06037267200,"Census Tract 2672, Los Angeles, CA",86601
14000US06037267300,"Census Tract 2673, Los Angeles, CA",68913
14000US06037267402,"Census Tract 2674.02, Los Angeles, CA",87095
14000US06037267403,"Census Tract 2674.03, Los Angeles, CA",88631
14000US06037267404,"Census Tract 2674.04, Los Angeles, CA",82500
14000US06037267501,"Census Tract 2675.01, Los Angeles, CA",86086
14000US06037267502,"Census Tract 2675.02, Los Angeles, CA",86343
14000US06037267600,"Census Tract 2676, Los Angeles, CA",70692
14000US06037267700,"Census Tract 2677, Los Angeles, CA",94185
14000US06037267800,"Census Tract 2678, Los Angeles, CA",86121
14000US06037267901,"Census Tract 2679.01, Los Angeles, CA",118393
14000US06037267902,"Census Tract 2679.02, Los Angeles, CA",138750
14000US06037269000,"Census Tract 2690, Los Angeles, CA",127054
14000US06037269100,"Census Tract 2691, Los Angeles, CA",88656
14000US06037269300,"Census Tract 2693, Los Angeles, CA",165208
14000US06037269500,"Census Tract 2695, Los Angeles, CA",191538
14000US06037269601,"Census Tract 2696.01, Los Angeles, CA",53664
14000US06037269602,"Census Tract 2696.02, Los Angeles, CA",58668
14000US06037269700,"Census Tract 2697, Los Angeles, CA",89450
14000US06037269800,"Census Tract 2698, Los Angeles, CA",83214
14000US06037269903,"Census Tract 2699.03, Los Angeles, CA",65750
14000US06037269904,"Census Tract 2699.04, Los Angeles, CA",70682
14000US06037269905,"Census Tract 2699.05, Los Angeles, CA",80119
14000US06037269906,"Census Tract 2699.06, Los Angeles, CA",95542
14000US06037269907,"Census Tract 2699.07, Los Angeles, CA",78895
14000US06037270100,"Census Tract 2701, Los Angeles, CA",71389
14000US06037270200,"Census Tract 2702, Los Angeles, CA",67516
14000US06037270300,"Census Tract 2703, Los Angeles, CA",74323
14000US06037271100,"Census Tract 2711, Los Angeles, CA",89219
14000US06037271200,"Census Tract 2712, Los Angeles, CA",71393
14000US06037271300,"Census Tract 2713, Los Angeles, CA",101006
14000US06037271400,"Census Tract 2714, Los Angeles, CA",133547
14000US06037271500,"Census Tract 2715, Los Angeles, CA",100679
14000US06037271600,"Census Tract 2716, Los Angeles, CA",89792
14000US06037271701,"Census Tract 2717.01, Los Angeles, CA",93972
14000US06037271702,"Census Tract 2717.02, Los Angeles, CA",67446
14000US06037271801,"Census Tract 2718.01, Los Angeles, CA",55417
14000US06037271802,"Census Tract 2718.02, Los Angeles, CA",85318
14000US06037271901,"Census Tract 2719.01, Los Angeles, CA",92991
14000US06037271902,"Census Tract 2719.02, Los Angeles, CA",73918
14000US06037272100,"Census Tract 2721, Los Angeles, CA",94911
14000US06037272201,"Census Tract 2722.01, Los Angeles, CA",62716
14000US06037272202,"Census Tract 2722.02, Los Angeles, CA",63355
14000US06037272301,"Census Tract 2723.01, Los Angeles, CA",84583
14000US06037272302,"Census Tract 2723.02, Los Angeles, CA",59286
14000US06037273100,"Census Tract 2731, Los Angeles, CA",121500
14000US06037273200,"Census Tract 2732, Los Angeles, CA",88720
14000US06037273300,"Census Tract 2733, Los Angeles, CA",71823
14000US06037273402,"Census Tract 2734.02, Los Angeles, CA",72258
14000US06037273502,"Census Tract 2735.02, Los Angeles, CA",90161
14000US06037273600,"Census Tract 2736, Los Angeles, CA",123819
14000US06037273700,"Census Tract 2737, Los Angeles, CA",96719
14000US06037273800,"Census Tract 2738, Los Angeles, CA",96750
14000US06037273902,"Census Tract 2739.02, Los Angeles, CA",144924
14000US06037274100,"Census Tract 2741, Los Angeles, CA",116141
14000US06037274202,"Census Tract 2742.02, Los Angeles, CA",128766
14000US06037275101,"Census Tract 2751.01, Los Angeles, CA",97500
14000US06037275102,"Census Tract 2751.02, Los Angeles, CA",58221
14000US06037275200,"Census Tract 2752, Los Angeles, CA",62241
14000US06037275302,"Census Tract 2753.02, Los Angeles, CA",96917
14000US06037275311,"Census Tract 2753.11, Los Angeles, CA",90261
14000US06037275400,"Census Tract 2754, Los Angeles, CA",137027
14000US06037275500,"Census Tract 2755, Los Angeles, CA",42544
14000US06037275602,"Census Tract 2756.02, Los Angeles, CA",148965
14000US06037275603,"Census Tract 2756.03, Los Angeles, CA",84130
14000US06037276000,"Census Tract 2760, Los Angeles, CA",144688
14000US06037276100,"Census Tract 2761, Los Angeles, CA",66520
14000US06037276400,"Census Tract 2764, Los Angeles, CA",158056
14000US06037276500,"Census Tract 2765, Los Angeles, CA",91667
14000US06037276601,"Census Tract 2766.01, Los Angeles, CA",138929
14000US06037276603,"Census Tract 2766.03, Los Angeles, CA",90375
14000US06037276604,"Census Tract 2766.04, Los Angeles, CA",93525
14000US06037277000,"Census Tract 2770, Los Angeles, CA",137961
14000US06037277100,"Census Tract 2771, Los Angeles, CA",124219
14000US06037277200,"Census Tract 2772, Los Angeles, CA",60179
14000US06037277400,"Census Tract 2774, Los Angeles, CA",43264
14000US06037278001,"Census Tract 2780.01, Los Angeles, CA",109468
14000US06037278102,"Census Tract 2781.02, Los Angeles, CA",148182
14000US06037291110,"Census Tract 2911.10, Los Angeles, CA",43544
14000US06037291120,"Census Tract 2911.20, Los Angeles, CA",53393
14000US06037291130,"Census Tract 2911.30, Los Angeles, CA",67587
14000US06037291210,"Census Tract 2912.10, Los Angeles, CA",61277
14000US06037291220,"Census Tract 2912.20, Los Angeles, CA",50260
14000US06037291300,"Census Tract 2913, Los Angeles, CA",81281
14000US06037292000,"Census Tract 2920, Los Angeles, CA",42135
14000US06037293201,"Census Tract 2932.01, Los Angeles, CA",64273
14000US06037293202,"Census Tract 2932.02, Los Angeles, CA",42877
14000US06037293301,"Census Tract 2933.01, Los Angeles, CA",83768
14000US06037293302,"Census Tract 2933.02, Los Angeles, CA",83955
14000US06037293304,"Census Tract 2933.04, Los Angeles, CA",63150
14000US06037293306,"Census Tract 2933.06, Los Angeles, CA",100200
14000US06037293307,"Census Tract 2933.07, Los Angeles, CA",51379
14000US06037294110,"Census Tract 2941.10, Los Angeles, CA",51011
14000US06037294120,"Census Tract 2941.20, Los Angeles, CA",57159
14000US06037294200,"Census Tract 2942, Los Angeles, CA",70272
14000US06037294301,"Census Tract 2943.01, Los Angeles, CA",65870
14000US06037294302,"Census Tract 2943.02, Los Angeles, CA",55313
14000US06037294410,"Census Tract 2944.10, Los Angeles, CA",50926
14000US06037294421,"Census Tract 2944.21, Los Angeles, CA",47917
14000US06037294510,"Census Tract 2945.10, Los Angeles, CA",49979
14000US06037294520,"Census Tract 2945.20, Los Angeles, CA",50732
14000US06037294610,"Census Tract 2946.10, Los Angeles, CA",49773
14000US06037294620,"Census Tract 2946.20, Los Angeles, CA",44148
14000US06037294701,"Census Tract 2947.01, Los Angeles, CA",36719
14000US06037294810,"Census Tract 2948.10, Los Angeles, CA",49952
14000US06037294820,"Census Tract 2948.20, Los Angeles, CA",39400
14000US06037294830,"Census Tract 2948.30, Los Angeles, CA",44527
14000US06037294900,"Census Tract 2949, Los Angeles, CA",42150
14000US06037295103,"Census Tract 2951.03, Los Angeles, CA",124663
14000US06037296210,"Census Tract 2962.10, Los Angeles, CA",40145
14000US06037296220,"Census Tract 2962.20, Los Angeles, CA",30020
14000US06037296300,"Census Tract 2963, Los Angeles, CA",80718
14000US06037296401,"Census Tract 2964.01, Los Angeles, CA",92571
14000US06037296402,"Census Tract 2964.02, Los Angeles, CA",108929
14000US06037296500,"Census Tract 2965, Los Angeles, CA",35870
14000US06037296600,"Census Tract 2966, Los Angeles, CA",40607
14000US06037296901,"Census Tract 2969.01, Los Angeles, CA",40913
14000US06037296902,"Census Tract 2969.02, Los Angeles, CA",52585
14000US06037297000,"Census Tract 2970, Los Angeles, CA",110699
14000US06037297110,"Census Tract 2971.10, Los Angeles, CA",40000
14000US06037297120,"Census Tract 2971.20, Los Angeles, CA",49229
14000US06037297201,"Census Tract 2972.01, Los Angeles, CA",60574
14000US06037297202,"Census Tract 2972.02, Los Angeles, CA",70767
14000US06037297300,"Census Tract 2973, Los Angeles, CA",102143
14000US06037297400,"Census Tract 2974, Los Angeles, CA",82955
14000US06037297500,"Census Tract 2975, Los Angeles, CA",88229
14000US06037297601,"Census Tract 2976.01, Los Angeles, CA",55246
14000US06037297602,"Census Tract 2976.02, Los Angeles, CA",64873
14000US06037701100,"Census Tract 7011, Los Angeles, CA",45536
14000US06037930200,"Census Tract 9302, Los Angeles, CA",85972
14000US06037980008,"Census Tract 9800.08, Los Angeles, CA",
14000US06037980009,"Census Tract 9800.09, Los Angeles, CA",
14000US06037980010,"Census Tract 9800.10, Los Angeles, CA",19167
14000US06037980014,"Census Tract 9800.14, Los Angeles, CA",
14000US06037980015,"Census Tract 9800.15, Los Angeles, CA",66000
14000US06037980019,"Census Tract 9800.19, Los Angeles, CA",231250
14000US06037980020,"Census Tract 9800.20, Los Angeles, CA",
14000US06037980021,"Census Tract 9800.21, Los Angeles, CA",
14000US06037980022,"Census Tract 9800.22, Los Angeles, CA",
14000US06037980023,"Census Tract 9800.23, Los Angeles, CA",
14000US06037980024,"Census Tract 9800.24, Los Angeles, CA",150250
14000US06037980026,"Census Tract 9800.26, Los Angeles, CA",
14000US06037980028,"Census Tract 9800.28, Los Angeles, CA",
14000US06037980031,"Census Tract 9800.31, Los Angeles, CA",
14000US06037990200,"Census Tract 9902, Los Angeles, CA",
16000US0644000,"Los Angeles, CA",62142
